id,failure
26570,0.1911433102996748
26571,0.17469865596325856
26572,0.1849789933198532
26573,0.17929371222322343
26574,0.34055924870501425
26575,0.16570673665334262
26576,0.15634682714354603
26577,0.22870051654878096
26578,0.13812806764644928
26579,0.1637890423479851
26580,0.15176709746499828
26581,0.20698346942955972
26582,0.1933850193718504
26583,0.18042945966100463
26584,0.22335010550919634
26585,0.16465147362572338
26586,0.17623056791345118
26587,0.1617059688761122
26588,0.21671374441164531
26589,0.17897226363013843
26590,0.1826788574293278
26591,0.2326736655200791
26592,0.2214069906776289
26593,0.1809400455360128
26594,0.16734204961174365
26595,0.21185547490926346
26596,0.23619118351477164
26597,0.1798482628978435
26598,0.2649974225514183
26599,0.18407778402399352
26600,0.18706374776015888
26601,0.2241320292152294
26602,0.30195604333269194
26603,0.21535231319771012
26604,0.16260918396763877
26605,0.16408841015298717
26606,0.1375312053393766
26607,0.17780423956464864
26608,0.14807684292542042
26609,0.22847928808116863
26610,0.16659424981651383
26611,0.16385084307618564
26612,0.1297781257347578
26613,0.2072747311544983
26614,0.16499557353886496
26615,0.17915745091137222
26616,0.16267137695158504
26617,0.14271405657021136
26618,0.4164341899898253
26619,0.17504720260430695
26620,0.18396702251116417
26621,0.17026508782583816
26622,0.18438206624223005
26623,0.2177365413970835
26624,0.18712907888563002
26625,0.19796509559311903
26626,0.14920995937058923
26627,0.3484345421186952
26628,0.14528647972864017
26629,0.30402849325238396
26630,0.18523816733485446
26631,0.2258148033836703
26632,0.22780626977421162
26633,0.16818877104164728
26634,0.22578219465652072
26635,0.24634420493037942
26636,0.4171605585377909
26637,0.20340195089855342
26638,0.2936158142534677
26639,0.14868643351900543
26640,0.19592691487209052
26641,0.20224341031321535
26642,0.2605623593185701
26643,0.22176516240893834
26644,0.16944928591411101
26645,0.18525034362546544
26646,0.21896721792587018
26647,0.2263425423216057
26648,0.18858544699076604
26649,0.21172999580753551
26650,0.20487946916762412
26651,0.19356922928761083
26652,0.22877320676388543
26653,0.18499927297887178
26654,0.2606472253947552
26655,0.24201368200512025
26656,0.17970871663072116
26657,0.1967864998348882
26658,0.2345623390796918
26659,0.18066300219877127
26660,0.2020079212251776
26661,0.1806136885363371
26662,0.17091754934749848
26663,0.24807351308264042
26664,0.17075803688542313
26665,0.17170769027222926
26666,0.14086941535369063
26667,0.17965009014295438
26668,0.21158931667851885
26669,0.1407950413730917
26670,0.15207034716283857
26671,0.1535319670152721
26672,0.19169868740280513
26673,0.18406014746725466
26674,0.14684952288944417
26675,0.17973344933254826
26676,0.15179992450665097
26677,0.31757169993914125
26678,0.1784609454767549
26679,0.20754141393596376
26680,0.18337215017556127
26681,0.3138711789570778
26682,0.16850506713934016
26683,0.295004335741288
26684,0.24974875510210304
26685,0.16435467099965922
26686,0.1966696993981971
26687,0.238020417501432
26688,0.2550743518897645
26689,0.2358759763940994
26690,0.17464532454273782
26691,0.19862147622663853
26692,0.23482971786927243
26693,0.1901054864948393
26694,0.16801810951687712
26695,0.3155839377867227
26696,0.22515129363079686
26697,0.17499170272179884
26698,0.22185854414658743
26699,0.14108285898346232
26700,0.19723896199354296
26701,0.18613607394374518
26702,0.24476680495897155
26703,0.18748881595468586
26704,0.18139227332184402
26705,0.2194091697473678
26706,0.23060506087503949
26707,0.21862058076983448
26708,0.2091487570556105
26709,0.13304157773780345
26710,0.2436174299747321
26711,0.20794080432979467
26712,0.1908415557186392
26713,0.2922453771104264
26714,0.2654143823610519
26715,0.21848277739694005
26716,0.20329835833462034
26717,0.1745691250234945
26718,0.22459099263247417
26719,0.18738981540071936
26720,0.17787077316766986
26721,0.14505570614951926
26722,0.2998820628073676
26723,0.18224914759906358
26724,0.21264428924780027
26725,0.20188842497296958
26726,0.18455091151806344
26727,0.1716624596139035
26728,0.18078708601618496
26729,0.1898604812541436
26730,0.20533019395692398
26731,0.27128849576950487
26732,0.16472775001049128
26733,0.2191195700255749
26734,0.21543495353625472
26735,0.2620489202742483
26736,0.17819858453536988
26737,0.17466878344947223
26738,0.2135445779076591
26739,0.3644542976086349
26740,0.1871028038447077
26741,0.29650851300076214
26742,0.2680167591309017
26743,0.2261457954119719
26744,0.22211804235637667
26745,0.24308652411061646
26746,0.13785757301272014
26747,0.22386816912529386
26748,0.15078612483249337
26749,0.2344816034400095
26750,0.1756884003689371
26751,0.2199311304819307
26752,0.23168783173027477
26753,0.17123410674222128
26754,0.2225364238123965
26755,0.1434837213685193
26756,0.14820742722438549
26757,0.22796350289895156
26758,0.2759572383427406
26759,0.22255392922004222
26760,0.2531416326846969
26761,0.1552526954583373
26762,0.14894744678514513
26763,0.16875950144267546
26764,0.16178037185216526
26765,0.15749614520027824
26766,0.1497263171976384
26767,0.16167901256256462
26768,0.2168046753488663
26769,0.14562783293168766
26770,0.27981887255550447
26771,0.21858359882244743
26772,0.15858412282582932
26773,0.1936663758793077
26774,0.3108552654403457
26775,0.18219700144325723
26776,0.13317820342342465
26777,0.1706517390543666
26778,0.21257553781515298
26779,0.24952884920045781
26780,0.1810875459140639
26781,0.20323498701922318
26782,0.2442276850302561
26783,0.3239905862820062
26784,0.1636590327532977
26785,0.2162266189804225
26786,0.13902065921556817
26787,0.14807356798930993
